"V1";"V2"
"Richard Corcoran";"Corcoran"
"Mike DeWine";"DeWine"
"Mary Taylor";"Taylor"
"Jim Renacci";"Renacci"
"Jon Husted";"Husted"
"Richard Cordray";"Cordray"
"Betty Sutton";"Sutton"
"Jerry Springer";"Springer"
"Joe Schiavoni";"Schiavoni"
"Connie Pillich";"Pillich"
"William O’Neill";"O’Neill"
"Dennis Kucinich";"Kucinich"
"Will Trump's Gallup approval be 37% or higher for November 21-23?";"Trump's Gallup at 37+ 11/21 - 11/23?"
"Andres López Obrador";"AMLO"
"Ricardo Anaya Cortés";"Anaya Cortés"
"Miguel Osorio Chong";"Osorio Chong"
"Margarita Zavala";"Zavala"
"José Antonio Meade";"Meade"
"Giuseppe Conte";"Conte"
"Matteo Salvini";"Salvini"
"Luigi Di Maio";"Di Maio"
"Matteo Renzi";"Renzi"
"Silvio Berlusconi";"Berlusconi"
"Antonio Tajani";"Tajani"
"Paolo Gentiloni";"Gentiloni"
"Giancarlo Giorgetti";"Giorgetti"
"Carlo Cottarelli";"Cottarelli"
"Will Bob Menendez win the 2018 New Jersey Democratic Senate primary?";"Will Menendez win NJ Dem Senate primary?"
"Will Al Franken be a U.S. senator on March 31?";"Will Franken be a senator on 3/31?"
"B3) 38.0% - 38.3%";"38.0-38.3"
"B5) 38.8% or higher";"38.8+"
"B2) 37.6% - 37.9%";"37.6-37.9"
"B1) 37.5% or lower";"37.5-"
"B6) 25% - 30%";"25-30"
"B7) 30% or more";"30+"
"Will Senate confirm Brett Talley's U.S. District Court nomination in 2017?";"Talley confirmed in 2017?"
"30 - 39";"30 - 39"
"Will Moore win Mobile County in Alabama's special Senate election?";"Will Moore win Mobile County?"
"Will Moore win Madison County in Alabama's special Senate election?";"Will Moore win Madison County?"
"Will Devin Nunes be re-elected to Congress in 2018?";"Will Devin Nunes be re-elected?"
"Will Trump campaign with Roy Moore?";"Will Trump campaign with Moore?"
"B2) 7.0% - 7.9%";"7.0-7.9"
"B6) 11.0% - 11.9%";"11.0-11.9"
"B7) 12.0% or more";"12.0+"
"B5) 10.0% - 10.9%";"10.0-10.9"
"B4) 9.0% - 9.9%";"9.0-9.9"
"B3) 8.0% - 8.9%";"8.0-8.9"
"B1) 6.9% or less";"6.9-"
"Will early elections in Germany be called by December 31?";"Germany early elections called by 12/31?"
"Will Trump's Gallup approval be 38% or higher for November 28-30?";"Trump's Gallup at 38+ 11/28 - 11/30?"
"Will John Conyers be a U.S. representative on March 31?";"Will Conyers be a congressman on 3/31?"
"B1) 37.9% or lower";"37.9-"
"B2) 38.0% - 38.3%";"38.0-38.3"
"B5) 39.2% or higher";"39.2+"
"Will Frances Fitzgerald be Tánaiste of Ireland on November 30?";"Will Fitzgerald be Irish Tánaiste on 11/30?"
"40 - 42";"40 - 42"
"37 - 39";"37 - 39"
"43 - 45";"43 - 45"
"46 - 48";"46 - 48"
"52 - 54";"52 - 54"
"49 - 51";"49 - 51"
"35 - 36";"35 - 36"
"Will Supreme Court rule against federal sports betting ban?";"SCOTUS rules against sports betting ban?"
"Will Michael Flynn be convicted of a federal charge by June 30?";"Flynn convicted by 6/30/18?"
"Will John McCain vote to pass the Tax Cuts & Jobs Act by December 8?";"McCain vote for tax bill by 12/08?"
"Will Dean Heller vote to pass the Tax Cuts & Jobs Act by December 8?";"Heller vote for tax bill by 12/08?"
"Will Bob Corker vote to pass the Tax Cuts & Jobs Act by December 8?";"Corker vote for tax bill by 12/08?"
"Will Ron Johnson vote to pass the Tax Cuts & Jobs Act by December 8?";"Johnson vote for tax bill by 12/08?"
"Will Trump's Gallup approval be 36% or higher for December 5-7?";"Trump's Gallup at 36+ 12/5 - 12/7?"
"B1) 37.2% or lower";"37.2-"
"B2) 37.3% - 37.6%";"37.3-37.6"
"B5) 38.5% or higher";"38.5+"
"B4) 38.1% - 38.4%";"38.1-38.4"
"B3) 37.7% - 38.0%";"37.7-38.0"
"Will President Trump travel to the United Kingdom by February 28?";"Will Trump travel to UK by 2/28?"
"Miloš Zeman";"Zeman"
"Mirek Topolánek";"Topolánek"
"Jirí Drahoš";"Drahoš"
"Michal Horácek";"Horácek"
"Will the House pass a contempt resolution for Wray or Rosenstein by March 31?";"House hold Wray/Rosenstein in contempt by 3/31?"
"Brenda Jones";"Jones"
"Ian Kyle Conyers";"Ian Conyers"
"Michael Gilmore";"Gilmore"
"John Conyers III";"John Conyers III"
"Rashida Tlaib";"Tlaib"
"Bill Wild";"Wild"
"B3) Moore +2.0% to 2.9%";"Moore 2.0-2.9"
"B6) Jones ahead";"Jones 0.1+"
"B1) Moore +4.0% or more";"Moore 4.0+"
"B2) Moore +3.0% to 3.9%";"Moore 3.0-3.9"
"B4) Moore +1.0% to 1.9%";"Moore 1.0-1.9"
"B5) Even to Moore +0.9%";"Tie - Moore 0.9"
"Will the ME TOO Congress Act be enacted by March 31?";"ME TOO Act enacted by 3/31?"
"Will Blake Farenthold be re-elected to Congress in 2018?";"Will Blake Farenthold be re-elected?"
"Will the federal government be shut down on December 26?";"Government shutdown on 12/26?"
"Will Al Franken be a U.S. senator on December 9?";"Will Franken be a senator on 12/9?"
"Tina Smith";"Smith"
"Tim Walz";"Walz"
"Democratic or DFL";"Democratic/DFL"
"Will Trump's Gallup approval be 37% or higher for December 12-14?";"Trump's Gallup at 37+ 12/12 - 12/14?"
"Will Alcee Hastings be a U.S. representative on March 31?";"Will Hastings be a congressman on 3/31?"
"Will Blake Farenthold be a U.S. representative on March 31?";"Will Farenthold be a congressman on 3/31?"
"B3) 37.1% - 37.4%";"37.1-37.4"
"B5) 37.9% or higher";"37.9+"
"B4) 37.5% - 37.8%";"37.5-37.8"
"B2) 36.7% - 37.0%";"36.7-37.0"
"B1) 36.6% or lower";"36.6-"
"Will a federal criminal charge be filed against Jared Kushner by March 31?";"Will Kushner face charges by 3/31?"
"Will there be another SCOTUS vacancy by year-end 2018?";"SCOTUS vacancy by year-end 2018?"
"Will Nancy Pelosi be Democratic Leader at year-end 2018?";"Pelosi Dem Leader at year-end 2018?"
"Will Mike Pence be vice president at year-end 2018?";"Will Pence be VP at year-end 2018?"
"Will an additional Special Counsel be appointed by June 30, 2018?";"2nd Special Counsel by June 30?"
"Ron Bishop";"Bishop"
"Arlester McBride";"McBride"
"Nick Saban";"Saban"
"Will Jeff Sessions be Attorney General on March 31?";"Will Sessions be AG on 3/31?"
"Will H. R. McMaster be National Security Advisor on March 31?";"McMaster Nat'l Security Advisor on 3/31?"
"Will Gary Cohn be Director of the National Economic Council on March 31?";"Cohn NEC director on 3/31?"
"Will James Mattis be Secretary of Defense on March 31?";"Will Mattis be SecDef on 3/31?"
"Will Mike Pompeo be Secretary of State at end of day June 30?";"Will Pompeo be Sec. State on 6/30?"
"B1) 38.2% or higher";"38.2+"
"B7) 36.1% or lower";"36.1-"
"B6) 36.2% - 36.5%";"36.2-36.5"
"B5) 36.6% - 36.9%";"36.6-36.9"
"B2) 37.8% - 38.1%";"37.8-38.1"
"B3) 37.4% - 37.7%";"37.4-37.7"
"B4) 37.0% - 37.3%";"37.0-37.3"
"Will Trump's Gallup approval be 36% or higher for December 19-21?";"Trump's Gallup at 36+ 12/19 - 12/21?"
"Will Paul Ryan be Speaker of the House at year-end 2018?";"Will Ryan be Speaker at year-end 2018?"
"Will Kim Jong Un be Supreme Leader of North Korea at year-end 2018?";"Will Kim be NK leader at year-end 2018?"
"Will a federal criminal charge against Donald Trump, Jr. be confirmed by year-end 2018?";"Trump, Jr. faces charges by end of 2018?"
"Will 25th Amendment, Section 4 be invoked by year-end 2018?";"25th Amendment by year-end 2018?"
"Will Robert Mueller be replaced as Special Counsel by June 30, 2018?";"Will Mueller be replaced by June 30?"
"Will the ACA employer mandate be repealed by year-end 2018?";"Employer mandate repeal by end of 2018?"
"Will ""Kate's Law"" be enacted by year-end 2018?";"""Kate's Law"" enacted by year-end 2018?"
"Will Wilbur Ross be Secretary of Commerce on March 31, 2018?";"Will Ross be Commerce Sec. on 3/31?"
"Will Trump testify in Zervos defamation case by year-end 2018?";"Trump testify in Zervos case this year?"
"Will the DREAM Act be enacted by year-end 2018?";"DREAM Act enacted by year-end 2018?"
"Will Trump sign a bill not supported by a majority of GOP House delegation by year-end 2018?";"Trump signs bill w/o GOP maj. in 2018?"
"Will Angela Merkel be German chancellor on March 31?";"Merkel German chancellor on Mar. 31?"
"B6) 32.9% or lower";"32.9-"
"B5) 33.0% - 34.9%";"33.0-34.9"
"B3) 37.0% - 38.9%";"37.0-38.9"
"B2) 39.0% - 40.9%";"39.0-40.9"
"B4) 35.0% - 36.9%";"35.0-36.9"
"Will the estate tax be repealed by year-end 2018?";"Estate tax repeal by year-end 2018?"
"Will ACA preexisting condition provision be repealed by year-end 2018?";"Preexisting condition repeal in 2018?"
"B6) 13.0% - 13.9%";"13.0-13.9"
"B1) 8.9% or less";"8.9-"
"B2) 9.0% - 9.9%";"9.0-9.9"
"B3) 10.0% - 10.9%";"10.0-10.9"
"B4) 11.0% - 11.9%";"11.0-11.9"
"B5) 12.0% - 12.9%";"12.0-12.9"
"B7) 14.0% or more";"14.0+"
" Will Trump's Gallup approval be 35% or higher for December 26-28?";"Trump's Gallup at 35+ 12/26 - 12/28?"
"B2) 11.0% - 11.9%";"11.0-11.9"
"B7) 16.0% or more";"16.0+"
"B6) 15.0% - 15.9%";"15.0-15.9"
"B5) 14.0% - 14.9%";"14.0-14.9"
"B4) 13.0% - 13.9%";"13.0-13.9"
"B3) 12.0% - 12.9%";"12.0-12.9"
"B1) 10.9% or less";"10.9-"
"Will Trump's Gallup approval be 38% or higher for January 2-4?";"Trump's Gallup at 38+ 1/2 - 1/4?"
"B1) 40.4% or higher";"40.4+"
"B7) 38.3% or lower";"38.3-"
"B5) 38.8% - 39.1%";"38.8-39.1"
"B6) 38.4% - 38.7%";"38.4-38.7"
"B2) 40.0% - 40.3%";"40.0-40.3"
"B3) 39.6% - 39.9%";"39.6-39.9"
"B4) 39.2% - 39.5%";"39.2-39.5"
"Will the federal government be shut down on January 22?";"Government shutdown on 1/22?"
"B2) 10.0% - 10.9%";"10.0-10.9"
"B1) 9.9% or less";"9.9-"
"B3) 11.0% - 11.9%";"11.0-11.9"
"B6) 14.0% - 14.9%";"14.0-14.9"
"B4) 12.0% - 12.9%";"12.0-12.9"
"B7) 15.0% or more";"15.0+"
"B5) 13.0% - 13.9%";"13.0-13.9"
"Will a federal criminal charge against Huma Abedin be confirmed by December 31, 2018?";"Will Abedin face charges by 12/31/18?"
"Will Deval Patrick run for president in 2020?";"Will Patrick run in 2020?"
"Will Trump attend Prince Harry's wedding on May 19?";"Trump at royal wedding on 5/19?"
"Will Steve Bannon testify before Congress by March 31, 2018?";"Will Bannon testify by 3/31/18?"
"B4) 39.1% - 39.4%";"39.1-39.4"
"B5) 39.5% or higher";"39.5+"
"B3) 38.7% - 39.0%";"38.7-39.0"
"B2) 38.3% - 38.6%";"38.3-38.6"
"B1) 38.2% or lower";"38.2-"
"Will Trump's Gallup approval be 37% or higher for January 8-14?";"Trump's Gallup at 37+ 1/8 - 1/14?"
"Will Trump mention North Korea in State of the Union?";"Trump mention North Korea in SOTU?"
"45.0 - 47.4 million";"45.0 - 47.4 M"
"47.5 - 49.9 million";"47.5 - 49.9 M"
"52.5 million or more";"52.5 M+"
"50.0 - 52.4 million";"50.0 - 52.4 M"
"42.5 - 44.9 million";"42.5 - 44.9 M"
"42.4 million or fewer";"42.4 M-"
"Will James Comey testify before Congress by June 30, 2018?";"Will Comey testify by 6/30?"
"Will Sauli Niinistö be president of Finland on March 2?";"Finnish president Niinistö on 3/2?"
"Carlos Alvarado";"C. Alvarado"
"Rodolfo Piza";"Piza"
"Juan Diego Castro";"Castro"
"Antonio Álvarez";"Álvarez"
"Rodolfo Hernández";"Hernández"
"Fabricio Alvarado";"F. Alvarado"
"B1) 0% - 3%";"0-3"
"B6) 15% or more";"15+"
"B5) 12% - 15%";"12-15"
"B4) 9% - 12%";"9-12"
"B3) 6% - 9%";"6-9"
"B2) 3% - 6%";"3-6"
"B2) 38.7% - 39.0%";"38.7-39.0"
"B5) 39.9% or higher";"39.9+"
"B4) 39.5% - 39.8%";"39.5-39.8"
"B3) 39.1% - 39.4%";"39.1-39.4"
"B1) 38.6% or lower";"38.6-"
"Will Obama attend Prince Harry's wedding on May 19?";"Obama at royal wedding on 5/19?"
"Will Trump mention ""fake news"" in State of the Union?";"Trump mention ""fake news"" in SOTU?"
"Daniel Lipinski";"Lipinski"
"Marie Newman";"Newman"
"Debbie Lesko";"Lesko"
"Steve Montenegro";"Montenegro"
"Bob Stump";"Stump"
"Will Concealed Carry Reciprocity Act be enacted by June 30?";"Concealed carry reciprocity by 6/30?"
"Will Trump's Rasmussen approval be 45% or higher on January 24?";"Trump's Rasmussen at 45+ on 1/24?"
"Lupe Valdez";"Valdez"
"Andrew White";"White"
"Michelle Lujan Grisham";"Lujan Grisham"
"Jeff Apodaca";"Apodaca"
"Brian Kemp";"Kemp"
"Casey Cagle";"Cagle"
"Brad Little";"Little"
"Tommy Ahlquist";"Ahlquist"
"Raul Labrador";"Labrador"
"Scott Wagner";"Wagner"
"Paul Mango";"Mango"
"Will Trump mention ""Obama"" in State of the Union?";"Trump mention ""Obama"" in SOTU?"
"Will Trump testify to special counsel in 2018?";"Trump special counsel testimony in 2018?"
"1.5% - 3.0%";"1.5-3.0"
"7.5% or more";"7.5+"
"6.0% - 7.5%";"6.0-7.5"
"3.0% - 4.5%";"3.0-4.5"
"0% - 1.5%";"0-1.5"
"4.5% - 6.0%";"4.5-6.0"
"Will the federal government be shut down on January 23?";"Government shutdown on 1/23?"
"Will the federal government be shut down on January 24?";"Government shutdown on 1/24?"
"Will the federal government be shut down on January 25?";"Government shutdown on 1/25?"
"Will the federal government be shut down on January 26?";"Government shutdown on 1/26?"
"64";"64"
"60";"60"
"61";"61"
"62";"62"
"63";"63"
"Will Rand Paul vote to pass a continuing appropriations bill by Jan. 26?";"Paul vote for funding bill by 1/26?"
"Will Jon Tester vote to pass a continuing appropriations bill by Jan. 26?";"Tester vote for funding bill by 1/26?"
"Will the Senate end the legislative filibuster (the ""nuclear option"") by Jan. 31?";"End of legislative filibuster by 1/31?"
"Will Trump's State of the Union be postponed?";"Will SOTU be postponed?"
"Will the federal government be shut down on February 9, 2018?";"Government shutdown on 2/9/18?"
"Will Trump mention ""Schumer"" in State of the Union?";"Trump mention ""Schumer"" in SOTU?"
"B2) 5.0% - 5.9%";"5.0-5.9"
"B7) 10.0% or more";"10.0+"
"B5) 8.0% - 8.9%";"8.0-8.9"
"B3) 6.0% - 6.9%";"6.0-6.9"
"B6) 9.0% - 9.9%";"9.0-9.9"
"B4) 7.0% - 7.9%";"7.0-7.9"
"B1) 4.9% or less";"4.9-"
"Will Trump's Rasmussen approval be 43% or higher on January 31?";"Trump's Rasmussen at 43+ on 1/31?"
"Will Dodd-Frank rollback bill S. 2155 be enacted by June 30?";"Dodd-Frank rollback S. 2155 by 6/30?"
"Will Chuck Schumer be Senate minority leader at year-end 2018?";"Schumer minority leader at year's end?"
"Will Bob Menendez be convicted of a federal charge in 2018?";"Menendez convicted in 2018?"
"Will Trump mention ""amnesty"" in State of the Union?";"Trump mention ""amnesty"" in SOTU?"
"Will Trump mention ""Gorsuch"" in State of the Union?";"Trump mention ""Gorsuch"" in SOTU?"
"Will Kennedy mention ""Mueller"" in State of the Union response on Jan. 30?";"Kennedy mention ""Mueller"" in SOTU response?"
"Will House Intel Committee vote to release classified materials on Jan. 29?";"House Intel vote to release classified info on 1/29?"
"Will Kennedy mention ""compassion"" in State of the Union response on Jan. 30?";"Kennedy mention ""compassion"" in SOTU response?"
"Will Rod Rosenstein be Deputy Attorney General on June 30?";"Will Rosenstein be Deputy AG on 6/30?"
"Ben Jealous";"Jealous"
"Maya Rockeymoore";"Rockeymoore"
"Kevin Kamenetz";"Kamenetz"
"Rich Madaleno";"Madaleno"
"Rushern Baker";"Baker"
"Will Trump's Rasmussen approval be 44% or higher on February 7?";"Trump's Rasmussen at 44+ on 2/7?"
"Patrick Morrisey";"Morrisey"
"Evan Jenkins";"Jenkins"
"Don Blankenship";"Blankenship"
"Will Christopher Wray be director of the FBI on June 30?";"Wray FBI director on 6/30?"
"Will Florida voters approve felon voting rights amendment in 2018?";"Will FL approve felon voting rights?"
"B3) 42.0% - 43.9%";"42.0-43.9"
"B6) 37.9% or lower";"37.9-"
"B5) 38.0% - 39.9%";"38.0-39.9"
"B1) 46.0% or higher";"46.0+"
"B4) 40.0% - 41.9%";"40.0-41.9"
"B2) 44.0% - 45.9%";"44.0-45.9"
"B2) 5 - 7";"5 - 7"
"B7) 20 or more";"20+"
"B5) 14 - 16";"14 - 16"
"B6) 17 - 19";"17 - 19"
"B3) 8 - 10";"8 - 10"
"B4) 11 - 13";"11 - 13"
"Will Devin Nunes be House Intelligence Committee chairman on March 31, 2018?";"Will Nunes be Intel Committee chair on 3/31?"
"David Ige";"Ige"
"Colleen Hanabusa";"Hanabusa"
"Will a federal criminal charge against Bruce Ohr be confirmed by December 31, 2018?";"Will Ohr face charges by 12/31/18?"
"B5) 40.9% or higher";"40.9+"
"B1) 39.6% or lower";"39.6-"
"B3) 40.1% - 40.4%";"40.1-40.4"
"B4) 40.5% - 40.8%";"40.5-40.8"
"B2) 39.7% - 40.0%";"39.7-40.0"
"Will a federal criminal charge against Christopher Steele be confirmed by December 31, 2018?";"Will Steele face charges by 12/31/18?"
"Will the Senate end the legislative filibuster (the ""nuclear option"") in 2018?";"End of legislative filibuster by 12/31?"
"Will Congress raise the debt limit by February 28?";"Debt limit raised by 2/28?"
"25 or more";"25+"
"B6) 9";"9"
"B7) 10 or more";"10+"
"B3) 6";"6"
"B4) 7";"7"
"B5) 8";"8"
"B2) 5";"5"
"Will the diversity visa lottery be repealed by March 6?";"Visa lottery repealed by March 6?"
"Will Trump's Rasmussen approval be 48% or higher on February 14?";"Trump's Rasmussen at 48+ on 2/14?"
"B5) 6.0% - 6.9%";"6.0-6.9"
"B1) 2.9% or less";"2.9-"
"B2) 3.0% - 3.9%";"3.0-3.9"
"B4) 5.0% - 5.9%";"5.0-5.9"
"B7) 8.0% or more";"8.0+"
"B6) 7.0% - 7.9%";"7.0-7.9"
"B3) 4.0% - 4.9%";"4.0-4.9"
"Will Netanyahu be indicted by March 31?";"Netanyahu indicted by 3/31?"
"Lizzie Fletcher";"Fletcher"
"Alex Triantaphyllis";"Triantaphyllis"
"Laura Moser";"Moser"
"Gina Ortiz Jones";"Jones"
"Jay Hulings";"Hulings"
"Rick Trevino";"Trevino"
"Ron Wright";"Wright"
"Jake Ellzey";"Ellzey"
"Chip Roy";"Roy"
"Robert Stovall";"Stovall"
"Jenifer Sarver";"Sarver"
"William Negley";"Negley"
"Matt McCall";"McCall"
"Jason Isaac";"Isaac"
"Francisco Canseco";"Canseco"
"Will Trump meet with Kim Jong-un in 2018?";"Trump-Kim meeting in 2018?"
