"V1";"V2";"V3";"V4"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"42.2% - 42.4%";"42.2-42.4"
"Which party will win the 2018 Iowa gubernatorial race?";"Which party will win IA governor's race?";"Republican";"Republican"
"Which party will win the 2018 Iowa gubernatorial race?";"Which party will win IA governor's race?";"Democratic";"Democratic"
"Which party will win the 2018 Arizona gubernatorial race?";"Which party will win AZ governor's race?";"Republican";"Republican"
"Which party will win the 2018 Arizona gubernatorial race?";"Which party will win AZ governor's race?";"Democratic";"Democratic"
"@realDonaldTrump tweets mentioning ""Rouhani"" noon Tue-Fri?";"Trump ""Rouhani"" tweets noon Tue-Fri?";"0 tweets";"0 tweets"
"@realDonaldTrump tweets mentioning ""Rouhani"" noon Tue-Fri?";"Trump ""Rouhani"" tweets noon Tue-Fri?";"1 tweet";"1 tweet"
"@realDonaldTrump tweets mentioning ""Rouhani"" noon Tue-Fri?";"Trump ""Rouhani"" tweets noon Tue-Fri?";"4 or more tweets";"4+ tweets"
"@realDonaldTrump tweets mentioning ""Rouhani"" noon Tue-Fri?";"Trump ""Rouhani"" tweets noon Tue-Fri?";"3 tweets";"3 tweets"
"@realDonaldTrump tweets mentioning ""Rouhani"" noon Tue-Fri?";"Trump ""Rouhani"" tweets noon Tue-Fri?";"2 tweets";"2 tweets"
"Will Pompeo mention ""interpreter"" in open Senate hearing Wednesday?";"Pompeo mention ""interpreter"" in Senate?";"Will Pompeo mention ""interpreter"" in open Senate hearing Wednesday?";"Pompeo mention ""interpreter"" in Senate?"
"Will Pompeo mention ""McFaul"" in open Senate hearing Wednesday?";"Pompeo mention ""McFaul"" in Senate?";"Will Pompeo mention ""McFaul"" in open Senate hearing Wednesday?";"Pompeo mention ""McFaul"" in Senate?"
"Which party will win the 2018 South Carolina gubernatorial race?";"Which party will win SC governor's race?";"Republican";"Republican"
"Which party will win the 2018 South Carolina gubernatorial race?";"Which party will win SC governor's race?";"Democratic";"Democratic"
"Which party will win the 2018 Oklahoma gubernatorial race?";"Which party will win OK governor's race?";"Republican";"Republican"
"Which party will win the 2018 Oklahoma gubernatorial race?";"Which party will win OK governor's race?";"Democratic";"Democratic"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"85 or more";"85+"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"75 - 79";"75 - 79"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"70 - 74";"70 - 74"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"65 - 69";"65 - 69"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"60 - 64";"60 - 64"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"80 - 84";"80 - 84"
"How many tweets will @realDonaldTrump post from noon July 25 to noon August 1?";"@realDonaldTrump tweets 7/25 - 8/1?";"59 or fewer";"59-"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"7.0% - 7.4%";"7.0-7.4"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"6.4% or less";"6.4-"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"7.5% - 7.9%";"7.5-7.9"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"8.0% - 8.4%";"8.0-8.4"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"At least 9.0%";"9.0+"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"8.5% - 8.9%";"8.5-8.9"
"What will Democrats' 538 Congressional polling edge be for Aug. 1?";"Dems' 538 Congressional edge 8/1?";"6.5% - 6.9%";"6.5-6.9"
"Will Trump's Rasmussen approval be 44% or higher on Aug. 1?";"Trump's Rasmussen at 44+ on 8/1?";"Will Trump's Rasmussen approval be 44% or higher on Aug. 1?";"Trump's Rasmussen at 44+ on 8/1?"
"Who will win the 2018 Democratic primary for Massachusetts' 7th District?";"Who'll win MA-07 Dem primary?";"Ayanna Pressley";"Pressley"
"Who will win the 2018 Democratic primary for Massachusetts' 7th District?";"Who'll win MA-07 Dem primary?";"Michael Capuano";"Capuano"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"85 or more";"85+"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"59 or fewer";"59-"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"80 - 84";"80 - 84"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"75 - 79";"75 - 79"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"60 - 64";"60 - 64"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"65 - 69";"65 - 69"
"How many tweets will @whitehouse post from noon July 26 to noon Aug. 2?";"@whitehouse tweets 7/26 - 8/2?";"70 - 74";"70 - 74"
"Will the United Kingdom officially exit the European Union by March 29?";"Official Brexit by March 29?";"Will the United Kingdom officially exit the European Union by March 29?";"Official Brexit by March 29?"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"6 - 10 charges";"6 - 10 charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"0 charges";"0 charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"11 - 20 charges";"11 - 20 charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"41 or more charges";"41+ charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"1 - 5 charges";"1 - 5 charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"31 - 40 charges";"31 - 40 charges"
"How many federal charges will Paul Manafort be convicted on by year-end 2018?";"Manafort conviction counts by 12/31/18?";"21 - 30 charges";"21 - 30 charges"
"Will the House hold an impeachment vote for Rod Rosenstein in 2018?";"Rosenstein impeachment vote in 2018?";"Will the House hold an impeachment vote for Rod Rosenstein in 2018?";"Rosenstein impeachment vote in 2018?"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"43.0% - 43.3%";"43.0-43.3"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"42.6% - 42.9%";"42.6-42.9"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"44.2% or higher";"44.2+"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"43.4% - 43.7%";"43.4-43.7"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"43.8% - 44.1%";"43.8-44.1"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"42.2% - 42.5%";"42.2-42.5"
"What will Trump's RCP average job approval be at end of day August 3?";"Trump RCP avg. approval 8/3?";"42.1% or lower";"42.1-"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"49 or fewer";"49-"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"60 - 64";"60 - 64"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"75 or more";"75+"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"70 - 74";"70 - 74"
"How many tweets will @vp post from noon July 27 to noon Aug. 3?";"@vp tweets noon 7/27 - noon 8/3?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"60 - 64";"60 - 64"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"59 or fewer";"59-"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"70 - 74";"70 - 74"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"80 - 84";"80 - 84"
"How many tweets will @potus post from noon July 27 to noon Aug. 3?";"@potus tweets noon 7/27 - noon 8/3?";"85 or more";"85+"
"Will the Senate pass flood insurance extension by July 31?";"Senate pass NFIP extension by 7/31?";"Will the Senate pass flood insurance extension by July 31?";"Senate pass NFIP extension by 7/31?"
"Will Supreme Court agree by year-end to hear a Trump emoluments case?";"SCOTUS agree to hear emoluments case?";"Will Supreme Court agree by year-end to hear a Trump emoluments case?";"SCOTUS agree to hear emoluments case?"
"Will a federal charge against Allen Weisselberg be confirmed by year-end?";"Weisselberg faces charges by 12/31/18?";"Will a federal charge against Allen Weisselberg be confirmed by year-end?";"Weisselberg faces charges by 12/31/18?"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"41.3% - 41.5%";"41.3-41.5"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"41.6% - 41.8%";"41.6-41.8"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"40.4% - 40.6%";"40.4-40.6"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"40.3% or lower";"40.3-"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"41.9% or higher";"41.9+"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"40.7% - 40.9%";"40.7-40.9"
"What will Trump's 538 job approval index be for August 6?";"Trump 538 approval on 8/6?";"41.0% - 41.2%";"41.0-41.2"
"Will OPM indicate government shut down at noon on October 1?";"Gov't shutdown at noon 10/1 per OPM?";"Will OPM indicate government shut down at noon on October 1?";"Gov't shutdown at noon 10/1 per OPM?"
"Who will win the 2018 Republican primary for Tennessee's 8th District?";"Who'll win TN-08 GOP primary?";"David Kustoff";"Kustoff"
"Who will win the 2018 Republican primary for Tennessee's 8th District?";"Who'll win TN-08 GOP primary?";"George Flinn";"Flinn"
"Who will win the 2018 Republican primary for Tennessee's 2nd District?";"Who'll win TN-02 GOP primary?";"Tim Burchett";"Burchett"
"Who will win the 2018 Republican primary for Tennessee's 2nd District?";"Who'll win TN-02 GOP primary?";"Jimmy Matlock";"Matlock"
"Will Trump sign the Farm Bill by Sept. 30?";"Trump sign Farm Bill by 9/30?";"Will Trump sign the Farm Bill by Sept. 30?";"Trump sign Farm Bill by 9/30?"
"Will Angela Merkel be German chancellor at year-end?";"Merkel German chancellor at year-end?";"Will Angela Merkel be German chancellor at year-end?";"Merkel German chancellor at year-end?"
"Will Dan Coats be Director of National Intelligence at year-end?";"Will Coats be DNI at year-end?";"Will Dan Coats be Director of National Intelligence at year-end?";"Will Coats be DNI at year-end?"
"Who will win the 2018 Michigan Republican gubernatorial primary?";"Who'll win MI GOP gubernatorial primary?";"Bill Schuette";"Schuette"
"Who will win the 2018 Michigan Republican gubernatorial primary?";"Who'll win MI GOP gubernatorial primary?";"Brian Calley";"Calley"
"Who will win the 2018 Democratic primary for Michigan's 11th District?";"Who'll win MI-11 Dem primary?";"Haley Stevens";"Stevens"
"Who will win the 2018 Democratic primary for Michigan's 11th District?";"Who'll win MI-11 Dem primary?";"Fayrouz Saad";"Saad"
"Who will win the 2018 Democratic primary for Michigan's 11th District?";"Who'll win MI-11 Dem primary?";"Tim Greimel";"Greimel"
"Who will win the 2018 Democratic primary for Michigan's 11th District?";"Who'll win MI-11 Dem primary?";"Suneel Gupta";"Gupta"
"Who will win the 2018 Republican primary for Michigan's 11th District?";"Who'll win MI-11 GOP primary?";"Lena Epstein";"Epstein"
"Who will win the 2018 Republican primary for Michigan's 11th District?";"Who'll win MI-11 GOP primary?";"Rocky Raczkowski";"Raczkowski"
"Who will win the 2018 Republican primary for Michigan's 11th District?";"Who'll win MI-11 GOP primary?";"Klint Kesto";"Kesto"
"Who will win the 2018 Republican primary for Michigan's 11th District?";"Who'll win MI-11 GOP primary?";"Mike Kowall";"Kowall"
"Who will win the 2018 Republican primary for Michigan's 11th District?";"Who'll win MI-11 GOP primary?";"Kerry Bentivolio";"Bentivolio"
"Who will win the 2018 Tennessee Republican gubernatorial primary?";"Who'll win TN GOP gubernatorial primary?";"Bill Lee";"Lee"
"Who will win the 2018 Tennessee Republican gubernatorial primary?";"Who'll win TN GOP gubernatorial primary?";"Randy Boyd";"Boyd"
"Who will win the 2018 Tennessee Republican gubernatorial primary?";"Who'll win TN GOP gubernatorial primary?";"Beth Harwell";"Harwell"
"Who will win the 2018 Tennessee Republican gubernatorial primary?";"Who'll win TN GOP gubernatorial primary?";"Diane Black";"Black"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"85 - 89";"85 - 89"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"90 - 94";"90 - 94"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"95 or more";"95+"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"75 - 79";"75 - 79"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"70 - 74";"70 - 74"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"80 - 84";"80 - 84"
"How many tweets will @realDonaldTrump post from noon August 1 to noon August 8?";"@realDonaldTrump tweets 8/1 - 8/8?";"69 or fewer";"69-"
"What will Democrats' 538 Congressional polling edge be for Aug. 8?";"Dems' 538 Congressional edge 8/8?";"6.0% - 6.4%";"6.0-6.4"
"What will Democrats' 538 Congressional polling edge be for Aug. 8?";"Dems' 538 Congressional edge 8/8?";"5.4% or less";"5.4-"
"What will Democrats' 538 Congressional polling edge be for Aug. 8?";"Dems' 538 Congressional edge 8/8?";"7.5% - 7.9%";"7.5-7.9"
"What will Democrats' 538 Congressional polling edge be for Aug. 8?";"Dems' 538 Congressional edge 8/8?";"At least 8.0%";"8.0+"
"What will Democrats' 538 Congressional polling edge be for Aug. 8?";"Dems' 538 Congressional edge 8/8?";"7.0% - 7.4%";"7.0-7.4"
